#;patent_id;app_year;patent_year;Assignee_Org;Assignee 1;CPC;patent_title;patent_abstract;Finales Resultat
366;10956808;2020;2021;Fractal Analytics Private Limited;Fractal Analytics Private Limited;G06N3/045,G06F16/24568,G06N3/044,G06N3/047,G06N3/088;System and method for unsupervised anomaly detection;Some embodiments are associated with a system and method for deep learning unsupervised anomaly detection in Internet of Things (IoT) sensor networks or manufacturing execution systems. The system and method use an ensemble of a plurality of generative adversarial networks for anomaly detection.;0
367;10957017;2019;2021;Shutterstock, Inc.;Shutterstock, Inc.;G06V10/764,G06T1/60,G06T3/4076,G06T5/00,G06V10/82,G06T2207/20081;Synthetic image detector;A method including receiving a first image file in a network server is provided. The method also includes selecting multiple criteria in a test ensemble for the first image file and evaluating a synthetic value for the first image file according to the test ensemble. The method includes storing the first image file and the synthetic value for the first image file in a database, and providing for display the first image file and the synthetic value for the first image file in response to a search query from a user. A system and a non-transitory, computer-readable medium storing instructions to perform the above method are also provided.;0
368;10962473;2020;2021;NotCo Delaware, LLC;NotCo Delaware, LLC;G01N21/35,G06N5/04,G06N20/00,G01N2021/3595,G06Q30/0201;Protein secondary structure prediction;An artificial intelligence model receives a FTIR spectrum of a given ingredient to predict its protein secondary structure. The model includes three artificial modules, which generate three predicted values corresponding to structural categories (e.g., Î±-helix, Î²-sheet, and other) of the predicted secondary structure. Proteins may be compared for similarity based on predicted values corresponding to the structural categories of the predicted secondary structure.;2
369;10963231;2019;2021;UiPath, Inc.;UiPath, Inc.;G06F8/60,G06F8/35,G06F11/3466,G06N20/00,G06Q10/063,G06Q10/103;Using artificial intelligence to select and chain models for robotic process automation;Using artificial intelligence (AI) to select and/or chain robotic process automation (RPA) models a given problem is disclosed. A model of models (e.g., an RPA robot or an ML model) may serve as an additional layer on an existing system that makes the existing models more effective. This model of models may incorporate AI that learns an improved or best set of rules or an order from existing models, potentially taking certain activities from a model, feeding input from one model into another, and/or chaining models in some embodiments.;0
370;10963493;2018;2021;AIBrain Corporation;AIBrain Corporation;G06F40/211,G05D1/0016,G05D1/021,G05D1/0221,G06F16/3329,G06F18/254,G06F40/289,G06F40/30,G06F40/40,G06F40/56,G06N3/008,G06N3/042,G06N3/045,G06N3/08,G06N3/088,G06N5/022,G06N5/041,G06V10/764,G06V10/809,G06V10/82,G06V20/10,G06V40/168,G06V40/174,G06N5/01,G06N20/00,G06V40/161;Interactive game with robot system;A system comprises a motor and a base. The motor is configured to control the physical movement of the system and the base is configured to be coupled with a computing device. The computing device is configured to receive an indication of a target object and detect an obstacle object in a physical environment of the system. In response to detecting an obstacle object, the computing device provides to a user an inquiry associated with the detected obstacle object and receives a natural language response. Based at least in part on the natural language response, the computing device controls the motor to navigate the system around the detected obstacle object. Once the target object is detected, the computing device provides an indication that the target object has been located.;0
371;10963497;2016;2021;Amazon Technologies, Inc.;Amazon Technologies, Inc.;G06F16/3334,G06F16/3347,G06F16/3344;Multi-stage query processing;A query parsing system uses a multi-stage process to parse the text of incoming queries before attempting to answer the queries. The multi-stage configuration involves a first trained classifier to determine the query type, or intent, of the text and a plurality of second trained classifiers, where each of the second trained classifiers is configured particularly for one specific respective query type. During query processing, the first trained classifier is used on the text to identify the query type. A second trained classifier for that specific identified query type is then found and used on the text to identify what strings in the text correspond to specific entities needed to resolve the query. The identified text strings and query type are then placed into a form understandable by a knowledge base and sent to the knowledge base for resolution. The classifiers may be trained using queries and answers previously processed by the knowledge base using a rules/template resolution process.;0
372;10963748;2018;2021;Snap Inc.;Snap Inc.;G06N3/088,G06F18/2148,G06F18/2185,G06N3/045,G06N3/047,G06N3/08,G06V10/764,G06V10/7747,G06V10/7788,G06V10/82;Generative neural network distillation;A compact generative neural network can be distilled from a teacher generative neural network using a training network. The compact network can be trained on the input data and output data of the teacher network. The training network train the student network using a discrimination layer and one or more types of losses, such as perception loss and adversarial loss.;1
373;10963812;2017;2021;Amazon Technologies, Inc.;Amazon Technologies, Inc.;G06N20/00,G06N5/04,G06N7/01,G06Q30/0643;Model-based artificial intelligence data mining system for dimension estimation;Some aspects of the present disclosure relate to computer processes for generating and training a generative machine learning model to estimate the true sizes of items and users of an electronic catalog and subsequently applied to determine fit recommendations, as well as confidence values for the fit recommendations, for how a particular item may fit a particular user. During training, the disclosed generative model can implement Bayesian statistical inference to calculate estimated true sizes of both items and users of an electronic catalog using both (1) a prior distribution of sizes for items and users and (2) a distribution based on obtained evidence regarding how items actually fit users. The resulting posterior distribution can be approximated using a proposal distribution used to generate the fit recommendations and associated confidence values.;1
374;10963819;2017;2021;Amazon Technologies, Inc.;Amazon Technologies, Inc.;G06Q10/02,G06F40/35,G06F40/44,G06F40/56,G06N3/044,G06N3/045,G06N3/047,G06N3/084,H04L51/02;Goal-oriented dialog systems and methods;"A goal-oriented dialog system interacts with a user over one or more turns of dialog to determine a goal expressed by the user; the dialog system may then act to fulfill the goal by, for example, calling an application-programming interface. The user may supply dialog via text, speech, or other communication. The dialog system includes a first trained model, such as a translation model, to encode the dialog from the user into a context vector; a second trained model, such as another translation model, determines a plurality of candidate probabilities of items in a vocabulary. A language model determines responses to the user based on the input from the user, the context vector, and the plurality of candidate probabilities.";1
375;10963823;2018;2021;Massachusetts Mutual Life Insurance Company;Massachusetts Mutual Life Insurance Company;G06Q10/063,G06Q10/107,G06Q10/109;Systems and methods for chatbot applications performing tasks based on user stress levels;"A system comprising: a server configured to: generate an interface based on a first user profile stored in a database; present the interface on a first client associated with the first user profile, wherein the interface depicts a set of input elements; receive a set of inputs from the set of input elements; generate a macro based on the set of inputs; associate the macro with a range of values based on the set of inputs; host a chatbot application; generate a value based on the chatbot application accessing a PIM application on a second client associated with a second user profile stored in the database; and enable the macro to be performed based on the value being within the range of values.";0
376;10965948;2019;2021;Amazon Technologies, Inc.;Amazon Technologies, Inc.;H04N19/20,G06T9/002,H04N19/124,H04N19/13,H04N19/167,H04N19/17,H04N19/33,H04N19/439,H04N19/91;Hierarchical auto-regressive image compression system;The present application relates to a multi-stage encoder/decoder system that provides image compression using hierarchical auto-regressive models and saliency-based masks. The multi-stage encoder/decoder system includes a first stage and a second stage of a trained image compression network, such that the second stage, based on the image compression performed by the first stage, identify certain redundancies that can be removed from the bit string to reduce the storage and bandwidth requirements. Additionally, by using saliency-based masks, distortions in different sections of the image can be weighted differently to further improve the image compression performance.;0
377;10970188;2020;2021;HoxHunt Oy;HoxHunt Oy;G06F11/3438,H04L63/20,G06F9/44526,G06N20/00,G06Q10/0635,G06Q10/06398,G06Q50/2057,H04L63/1416,H04L63/1441;System for improving cybersecurity and a method therefor;A system for improving cybersecurity includes a server configured to define a group of users associated with corresponding user devices, send calibration vectors to user devices, receive actions performed calibration vectors by users, allocate users in the group to one of sub-groups based on received actions, send a set of simulated vectors to user devices associated with users allocated to a particular subgroup, receive actions performed on the simulated vectors by each of the users in the subgroups, define a threshold expertise level for the subgroups, receive, one or more threat vectors reported by one or more users allocated to the sub-groups having the expertise level above the threshold expertise level, update the set of simulated vectors based on the received threat vector, and use the updated set of simulated vectors as training vectors for the each of the users allocated to a particular subgroup to improve cybersecurity.;0
378;10977783;2019;2021;Ford Global Technologies, LLC;Ford Global Technologies, LLC;G06N3/088,G06F18/214,G06F18/217,G06N3/045,G06N3/047,G06N3/08,G06N3/084,G06T7/0002,G06V10/70,G06V10/764,G06V10/82,G06V20/56,G06T2207/20081,G06T2207/20084,G06T2207/30168;Quantifying photorealism in simulated data with GANs;The present disclosure discloses a system and a method. In an example implementation, the system and the method can receive a synthetic image at a first deep neural network, and determine, via the first deep neural network, a prediction indicative of whether the synthetic image is machine-generated or is sourced from the real data distribution. The prediction can comprise a quantitative measure of photorealism of synthetic image.;0
379;10978054;2020;2021;Accenture Global Solutions Limited;Accenture Global Solutions Limited;G10L15/1815,G06F16/43,G06N7/01,G06N20/00,G06N20/10,G10L15/22,G10L15/30,H04L51/02,G06N3/006,G10L15/26;Utilizing machine learning models for determining an optimized resolution path for an interaction;In some implementations, a device may receive unstructured interaction data identifying an interaction of a user with a user device. The device may receive historical unstructured interaction data identifying historical interactions of users and historical unstructured resolution data identifying historical resolutions to the historical interactions. The device may process the historical unstructured interaction data and the historical unstructured resolution data to determine historical structured interaction data and historical structured resolution data. The device may process the unstructured interaction data and the historical structured interaction data to determine pretext identifiers for the interaction of the user. The device may process the pretext identifiers and the historical structured resolution data to generate a resolution network identifying possible resolutions to the interaction of the user. The device may process the pretext identifiers and the resolution network to determine a resolution path identifying a resolution to the interaction of the user.;0
380;10979377;2020;2021;Microsoft Technology Licensing, LLC;Microsoft Technology Licensing, LLC;G06Q10/10,H04L51/216;Multi-message conversation summaries and annotations;The disclosure herein describes a system for generating customizable summaries of multi-message conversations in email threads and other multi-message and multi-participant messaging applications. A summary icon is displayed if the number of messages in a thread exceeds a threshold number. Message data is cleaned and analyzed by ML models to generate feature vectors representing the messages content. Multiple loglinear regression models compute similarity between message sentences. Clustering algorithm(s) to generate a multi-message conversation thread summary based on the values. If the user selects the summary icon, the multi-message conversation thread summary is displayed. The summary includes summary sentences and/or annotations describing content of the messages in the thread, participants contributing to the messages in the thread, links back to the original messages in the thread and/or a count of the number of messages contributed by each participant.;2
381;10983446;2019;2021;UNITED MICROELECTRONICS CORP.;UNITED MICROELECTRONICS CORP.;G03F7/70641,G03F7/70808,G03F7/70266,G03F7/70491,G03F7/705,G03F7/70525,G03F7/70558,G03F7/70775;Control equipment and control method of stepper;A control equipment and a control method of a stepper are provided. The control equipment of the stepper includes an input device, a generating device and a processing device. The input device is configured to input a plurality of sample development patterns. The sample development patterns are obtained according to a plurality of sample focal length values. The generating device is configured to generate a plurality of generative categories corresponding to a plurality of generative focal length values by using a depth learning algorithm. The processing device is configured to analyze an estimated focal length value of the online development pattern according to the generative categories.;0
382;10984225;2020;2021;Accenture Global Solutions Limited;Accenture Global Solutions Limited;G06V40/172,G06N3/08,G06V40/161,G06V40/168,G06V40/171,G06V40/40;Masked face recognition;Embodiments of the present disclosure provide systems and methods for recognizing a masked face. According to the present disclosure, the disclosed systems and methods include features that provide augmentation of existing face recognition databases, real-time mask detection, and real-time masked face recognition. In embodiments, masked face recognition includes a multi-layered approach, which includes finding matching simulated masked faces in the database that match the masked face being analyzed, comparing the unmasked portion of the masked face to stored unmasked faces in a database to identify any matches, and executing face restoration algorithms in which the masked portion is reconstructed to generate an unmasked representation which may then be matched against unmasked faces in the database.;0
383;10990619;2018;2021;Luka, Inc.;Luka, Inc.;G06F16/3329,G06F16/31,G06F16/313,G06F40/35,G10L15/28,H04L51/02;Multi-tier conversational architecture with prioritized tier-driven production rules;A chatbot maintains a conversation with a user by providing a plurality of separate conversational tiers that allow the chatbot to interact with the user, each of the conversational tiers having a set of production rules that are independent of production rules for other ones of the tiers. The production rules indicate a flow of conversation between the user and the chatbot. The chatbot selects one of the conversational tiers based on previous conversational tiers used by the chatbot in connection with conversing with the user and based on content of conversations between the user and the chatbot. The chatbot responds to statements of the user according to a specific production rule that is chosen by the chatbot based on a particular one of the conversational tiers that has been selected and based on other factors. A scripting engine may match statements of the user with specific production rules.;1
384;10990848;2019;2021;SAP SE;SAP SE;G06N3/088,G06F16/53,G06F18/214,G06F18/22,G06N3/045,G06N3/047,G06N3/08,G06T15/04,G06T17/20,G06T19/20,G06V10/764,G06V10/774,G06V10/776,G06V10/82,G06T2219/2016;Self-paced adversarial training for multimodal and 3D model few-shot learning;A method for generating synthetic data is provided. The method includes retrieving, from a database, a set of authentic base class images. The method further includes generating a three dimensional mesh of a base class. The method further includes retrieving, from the database, a set of textual descriptions. The method further includes retrieving a set of authentic novel class images. The method further includes generating, at a first neural network, a set of synthetic novel class images, the generating based on at least the three dimensional mesh, the set of textual descriptions, and/or the set of authentic novel class images. The method further includes training, based on at least the set of synthetic novel class images, a second neural network, the second neural network ranking the set of synthetic novel class images and outputting a set of highest ranked synthetic images from the set of synthetic novel class images.;6
385;10990852;2019;2021;SAMSUNG SDS CO., LTD.;SAMSUNG SDS CO., LTD.;G06V20/56,G06F18/2115,G06F18/2148,G06F18/2155,G06F18/254,G06V10/7747,G06V10/809,G06V2201/07;Method and apparatus for training model for object classification and detection;A method of training a model for object classification and detection includes training a first classification model including a shared feature extractor shared by classification models and a first classifier for outputting a result of an object in a first input image based on feature values of the first input image, training a second classification model including the shared feature extractor and a second classifier for outputting a result about authenticity of a second input image based on feature values of the second input image, and training a third classification model including the shared feature extractor and a third classifier for outputting a classification result about a rotation angle of a third input image on the basis of feature values of the third input image extracted by the shared feature extractor, using a third training image set including images rotated at one or more angles.;0
386;10991154;2019;2021;Ping An Technology (Shenzhen) Co., Ltd.;Ping An Technology (Shenzhen) Co., Ltd.;G06T17/00,G06N3/045,G06N3/047,G06N3/08,G06N3/088,G06T19/20,G06T2219/2021;Method for generating model of sculpture of face with high meticulous, computing device, and non-transitory storage medium;A method for generating a model for facial sculpture based on a generative adversarial network (GAN) includes training a predetermined GAN based on a three-dimensional (3D) face dataset of multiple 3D face images to obtain a curvature map generation model and training a predetermined image translation model based on dataset of multiple image pairs to obtain a height map generation model. Target 3D face data is received, and the target 3D face data is inputted into the curvature map generation model to generate a target curvature map, and the target curvature map is inputted to the height map generation model to generate a target height map. The target height map is performed a 3D reconstruction to obtain a facial sculpture model corresponding to the target 3D face data. A computing device using the method is also provided.;3
387;10991369;2019;2021;;;G06F40/35,G10L15/22,G06F16/3329,G06F16/3344,G06F40/30,G10L15/26,G10L2015/223,G10L2015/225;Cognitive flow;"A system and method obtaining structured information from a conversation including receiving a first input from a user, determining a first set of slots filled based on the first input using natural language processing and a non-linear slot filling algorithm, determining first conversation based on the first set of slots filled, determining a first empty slot associated with the first conversation, prompting the user for a second input, the second input associated with the first empty slot, filling the first empty slot using natural language processing and the non-linear slot filling algorithm, determining that the slots associated with the first conversation are filled; and, responsive to determining that the slots associated with the first conversation are filled, initiating an action associated with the conversation.";0
388;10991373;2018;2021;Amazon Technologies, Inc.;Amazon Technologies, Inc.;G10L17/00,G06F3/167,G06F21/31,G06F21/52,G10L15/22,G10L17/22,G10L17/24,H04M1/724,H04M1/724631,G06F2221/2105,H04M2250/74;Voice command processing for locked devices;Techniques for processing voice commands from a locked device are described. A voice command received by a locked device is stored, a prompt requesting that the device be unlocked is generated, and the voice command is processed automatically after the device is unlocked. Thus, the system processes the voice command without the user repeating the voice command. In addition, the system may process certain voice commands even when the device is locked. For example, a whitelist filter compares an intent associated with the voice command to whitelisted intents from a whitelist database before the intent is dispatched to a speechlet, and intents included in the whitelist database are processed normally. Thus, the system performs certain voice commands while the device is locked, while other voice commands may be automatically processed after the device is unlocked without the user repeating the voice command.;0
389;10992604;2018;2021;Massachusetts Mutual Life Insurance Company;Massachusetts Mutual Life Insurance Company;H04L51/02,G06F40/58,H04L51/04,H04L65/1069,H04L67/01;Systems and methods for chat sessions involving multiple chatbots;Generally, this disclosure enables a chatbot to host a chat session with a user. In some implementations, when the chatbot is not able to or does not know an answer to a query from the user, then the chatbot can import another chatbot into the chat session such that the user is aware of such importation and such that the other chatbot can output the answer to the query into the chat session. In other implementations, when the chatbot is not able to or does not know the answer to the query from the user, then the chatbot can query another chatbot, in background, without notifying the user, and when the response is received from the other chatbot, the chatbot can output that response to the user seamlessly such that the user is not aware of such querying.;2
390;10999434;2020;2021;Bank of America Corporation;Bank of America Corporation;H04M3/5166,G06F3/167,G06N5/04,G06N20/00,G10L15/22,G10L15/26,H04M3/5183,G06N5/045,G10L15/1822,H04M7/0021,H04M2201/40,H04M2203/558;Artificial intelligence (âAIâ) integration with live chat;When a caller initiates an interaction with an interactive voice response (âIVRâ) system, the caller may be transferred to a live agent. Apparatus and methods are provided for integrating automated tools into the interaction after the caller been transferred to the agent. The agent may determine which AI responses are appropriate for the caller. AI may be leveraged to suggest responses for both caller and agent while they are interacting with each other. Such human-computer interaction may shorten response time of human agents and improve efficiency of IVR systems.;1
391;10999566;2019;2021;Amazon Technologies, Inc.;Amazon Technologies, Inc.;G06F16/738,G06F16/7867,G06F40/166,G06N3/044,G06N3/045,G06N5/022,G06V10/454,G06V10/764,G06V10/82,G06V20/41,G06V20/46,G06V40/16,G06V40/172,G10L13/00,G10L17/00,H04N9/8715,G06V20/44,G10L25/30,G10L25/48;Automated generation and presentation of textual descriptions of video content;Systems, methods, and computer-readable media are disclosed for systems and methods for automated generation of textual descriptions of video content. Example methods may include determining, by one or more computer processors coupled to memory, a first segment of video content, the first segment including a first set of frames and first audio content, determining, using a first neural network, a first action that occurs in the first set of frames, and determining a first sound present in the first audio content. Some methods may include generating a vector representing the first action and the first sound, and generating, using a second neural network and the vector, a first textual description of the first segment, where the first textual description includes words that describe events of the first segment.;6
392;11003703;2018;2021;ZIGNAL LABS, INC.;ZIGNAL LABS, INC.;G06F16/345,G06F16/906,G06N3/044,G06N3/047,G06N3/08,G06N7/01;System and method for automatic summarization of content;Embodiments disclose a method for automatic summarization of content. The method includes accessing a plurality of stories from a plurality of data sources for a predefined time. Each story is associated with a media item. The method includes plotting the plurality of stories over the predefined time for determining one or more peaks and extracting a set of stories from the one or more peaks. The method includes detecting one or more themes from the set of stories using LDA algorithm. Each theme is associated with a group of stories. The method further includes determining at least one subset of stories for each theme from the group of stories representing the set of stories in the one or more peaks using RBM algorithm. The method includes generating a summarized content for each user based on an associated user profile and the at least one subset of stories.;2
393;11003865;2020;2021;GOOGLE LLC;GOOGLE LLC;G06F40/284,G06F18/2155,G06F40/49,G06F40/56,G06N3/045,G06N3/084,G06N5/022,G06N5/025;Retrieval-augmented language model pre-training and fine-tuning;Systems and methods for pre-training and fine-tuning of neural-network-based language models are disclosed in which a neural-network-based textual knowledge retriever is trained along with the language model. In some examples, the knowledge retriever obtains documents from an unlabeled pre-training corpus, generates its own training tasks, and learns to retrieve documents relevant to those tasks. In some examples, the knowledge retriever is further refined using supervised open-QA questions. The framework of the present technology provides models that can intelligently retrieve helpful information from a large unlabeled corpus, rather than requiring all potentially relevant information to be stored implicitly in the parameters of the neural network. This framework may thus reduce the storage space and complexity of the neural network, and also enable the model to more effectively handle new tasks that may be different than those on which it was pre-trained.;0
394;11011176;2020;2021;United Services Automobile Association (USAA);United Services Automobile Association (USAA);G10L13/027,G10L17/00,G06N3/08,G06N20/00,G10L13/033,G10L15/063,G10L17/04,H04M3/523,H04M2203/408;Voice synthesis for virtual agents;Techniques are described for generating a custom voice for a virtual agent. In one implementations, a method includes receiving information identifying a customer contacting a call center. The method includes selecting a voice for a virtual agent based on information about the customer. The method also includes assigning the voice to the virtual agent during communications with the customer.;0
395;11017123;2020;2021;Mores, Inc.;Mores, Inc.;G06F21/64,G06F21/6254,H04L9/0643,H04L9/0852,H04L9/3239,H04L9/50,H04L2209/42,H04L2209/46,H04L2209/56,H04L2209/88;System for anonymizing data for use in distributed ledger and quantum computing applications;A system and methods for anonymizing data for distribution on a distributed ledger arrangement is provided. The design includes receiving initial data at a computing device, the initial data relating to an initiating party, removing, at the computing device, personal identifying information from the initial data, thereby creating personal identifying information scrubbed data, anonymizing the personal identifying information scrubbed data on the computing device using DNA processing, thereby creating DNA processed scrubbed data, and providing the DNA processed scrubbed data from the computing device to the distributed ledger arrangement.;0
397;11024276;2020;2021;;;G10H1/0025,G06N20/00,G10H2210/061,G10H2210/076,G10H2210/105,G10H2210/111,G10H2210/115,G10H2210/125,G10H2210/131,G10H2210/151,G10H2210/571,G10H2220/036,G10H2250/211;Method of creating musical compositions and other symbolic sequences by artificial intelligence;"A method of creating AI-composed music having a style that reflects and/or augments the personal style of a user includes selecting and/or composing one or more seed compositions; applying variation and/or mash-up methods to the seed compositions to create training data; training an AI using the training data; and causing the AI to compose novel musical compositions. The variation methods can include methods described in the inventor's previous patents. A novel method of creating mash-ups is described herein. Variation and mash-up methods can further be applied to the A compositions. The AI compositions, and/or variations and/or mash-ups thereof, can be added to the training data for re-training of the AI. The disclosed mash-up method includes parsing the seed compositions into sequences of elements, which can be of equal length, beat-matching the seed compositions to make corresponding elements of equal beat length, and combining the elements to form a mash-up.";3
398;11030726;2019;2021;Shutterstock, Inc.;Shutterstock, Inc.;G06T5/73,G06F16/51,G06F16/532,G06F18/213,G06F18/214,G06F18/22,G06T3/4023,G06T5/60,G06V10/267,G06V10/764,G06V10/7715,G06V10/82,G06V20/00,G06T2207/20084;Image cropping with lossless resolution for generating enhanced image databases;A method including selecting, in a server, a first image portion from an image is provided. The method also includes identifying one or more known similar images associated with the first image portion, and determining a first score for enhancing the first image portion based on the known similar image(s). The method includes increasing a pixel resolution in the first image portion according to the scale to form an enhanced image portion. The method also includes identifying a synthetic value for the enhanced image portion and storing the enhanced image portion in a database when the synthetic value is below a tolerance value.;0
399;11037328;2019;2021;Lyft, Inc.;Lyft, Inc.;G06T7/564,G06T7/90,G06T7/74,G06T2207/10024,G06T2207/20021;Overhead view image generation;"The present invention relates to a method of generating an overhead view image of an area. More particularly, the present invention relates to a method of generating a contextual multi-image based overhead view image of an area using ground map data and field of view image data.Various embodiments of the present technology can include methods, systems and non-transitory computer readable media and computer programs configured to receive a plurality of images of the geographical area, determine a ground map of the geographical area, divide the ground map into a plurality of sampling points of the geographical area; and determine a color for each of the plurality of sampling points, wherein the color of each of the sampling points is determined by determining a correlation between the sampling points of the geographical area and color of the sampling points captured in at least one of the plurality of images.";2
400;11037554;2017;2021;Wells Fargo Bank, N.A.;Wells Fargo Bank, N.A.;G06F40/35,G10L15/22,G10L15/16,G10L15/1815,H04L51/02;Network of domain knowledge based conversational agents;The innovation disclosed and claimed herein, in one aspect thereof, comprises systems and methods of supporting a conversation with a user. The systems and methods of the innovation can include a bot consumer that receives a first dialogue input from a user, the first dialogue input requesting a response and having an intent. A super-agent selects a worker thread from a pool of worker threads, wherein the worker thread is delegated a task to perform on the first dialogue input. A registrar determines a conversational agent to respond to the user based on the intent. The conversational agent retrieves data to facilitate a response to the first dialogue input and renders a response to the user based on the retrieved data. A registrar custodian can perform create, read, update, and delete operations on the information in the registrar.;1
402;11043026;2018;2021;Pointivo Inc.;Pointivo Inc.;G06T17/20,G06F30/10,G06F30/13,G06N20/00,G06T17/05,G06T2207/20081;Systems and methods for processing 2D/3D data for structures of interest in a scene and wireframes generated therefrom;The inventions herein relate generally to improvements in the generation of wireframe renderings derived from 2D and/or 3D data that includes at least one structure of interest in a scene. Such wireframe renderings and similar formats can be used in, among other things, 2D/3D CAD drawings, designs, drafts, models, building information models, augmented reality or virtual reality, and the like. Measurements, dimensions, geometric information, and semantic information generated according to the inventive methods can be accurate in relation to the actual structures. The wireframe renderings can be generated from a combination of a plurality of 2D images and point clouds, processing of point clouds to generate virtual/synthetic views to be used with the point clouds, or from 2D image data that has been processed in a machine learning process to generate 3D data. In some aspects, the wireframe renderings are accurate in relation to the actual structure of interest, automatically generated, or both.;3
403;11049481;2019;2021;Amazon Technologies, Inc.;Amazon Technologies, Inc.;G10H1/0066,G06F16/116,G06F16/61,G06F16/638,G06N3/04,G06N3/045,G06N3/047,G06N3/08,G10H1/0008,G10H2210/036,G10H2220/005,G10H2220/126,G10H2240/081,G10H2240/141,G10H2250/311;Music generation system;Methods and apparatus for providing metrics for the quality, attributes, and relationships of music including AI-generated music. Music classification and visualization methods are described that involve transforming music files into graphical representations, generating a similarity matrix for the music files using structural similarity techniques, and generating visualizations of the relationships among the music files using multidimensional scaling techniques. Qualitative scoring methods for AI-generated music are described that involve classifying the AI-generated music using a multi-genre classifier, generating a similarity metric for the AI-generated music to other genres using structural similarity techniques and multidimensional scaling techniques, and generating a qualitative score for the music using confidence in the classification in combination with the similarity metric.;6
404;11049605;2020;2021;Cortery AB;Cortery AB;G16H20/70,A61B5/024,A61B5/165,A61B5/4088,A61B5/4836,A61B5/749,A61B10/0051,G06N3/02,G16H10/20,G16H20/10,G16H40/63,G16H40/67,G16H50/20,G06N3/045,G06N3/047,G06N3/08;Computer-implemented systems and methods for generating tailored medical recipes for mental health disorders;"Computer-implemented systems and methods for generating tailored medical recipes for mental health disorders. The systems include a processor, a memory, and a server. The memory is configured to register a user over a communication application through a registration module; receive demographic data through a demography module; receive voice data of the user through a voice module; receive bio-sample data of the user through a bio-sample module; receive face image data of the user through a camera module; receive mental health questionnaire data from the user through a questionnaire module; and transmit a final dataset through a data transmission module. The server is configured to process the final dataset received from the data transmission module by applying a machine learning module; generate the tailored medical recipes; and transmit the tailored medical recipes to one or more computing devices of the user over the network.";6
405;11050885;2020;2021;Bank of America Corporation;Bank of America Corporation;H04M3/5166,G06F16/252,G06F16/907,G06N5/02,G06N5/04,G06N20/00,G06Q30/016,G10L15/1807,G10L15/1815,H04M3/4936,H04M3/5183,H04M7/0021,H04M2201/40,H04M2203/355,H04M2203/558;Call interception heuristics;When a customer initiates an interaction with an interactive voice response (âIVRâ) system, the customer may need to be transferred to a live agent. Apparatus and methods may formulate timing information for integrating a live agent into an interaction controlled by an artificial intelligence (âAIâ) engine. The system may integrate machine generated responses into a customer interaction controlled by a live agent. The system may formulate timing information for intercepting the live agent with responses generated by the AI engine. The system may formulate the timing information using interactional analytics and preferences of a specific customer.;1
406;11055514;2018;2021;Snap Inc.;Snap Inc.;G06V10/764,G06V10/82,G06V40/161,G06V40/168,G06V40/172,G06V40/175;Image face manipulation;"Aspects of the present disclosure involve a system comprising a computer-readable storage medium storing a program and a method for synthesizing a realistic image with a new expression of a face in an input image by receiving an input image comprising a face having a first expression; obtaining a target expression for the face; and extracting a texture of the face and a shape of the face. The program and method for generating, based on the extracted texture of the face, a target texture corresponding to the obtained target expression using a first machine learning technique; generating, based on the extracted shape of the face, a target shape corresponding to the obtained target expression using a second machine learning technique; and combining the generated target texture and generated target shape into an output image comprising the face having a second expression corresponding to the obtained target expression.";2
407;11064113;2019;2021;GoPro, Inc.;GoPro, Inc.;H04N1/2145,G06V20/47,H04N23/60,H04N23/61,H04N23/64,H04N23/667,G06V10/507,G06V10/56;Image capture device with an automatic image capture capability;An image capture device may automatically capture images. An image sensor may generate visual content based on light that becomes incident thereon. A depiction of interest within the visual content may be identified, and one or more images may be generated to include one or more portions of the visual content including the depiction of interest.;0
408;11064252;2020;2021;;;H04N21/44218,G06Q10/0637,G06Q10/0639,G06Q10/10,H04N21/4316,H04N21/6587,H04N21/84,H04N21/854;Service, system, and computer-readable media for generating and distributing data- and insight-driven stories that are simultaneously playable like videos and explorable like dashboards;A service, system, and computer-readable media to create and distribute stories generated from data and insights, that are simultaneously played like videos and can be explored like dashboards and interactive charts. Such generative stories or casts are personalized to individuals and distributed using various push mechanisms including podcast-like and video cast-like distribution channels âstorycastsâ to deliver stories or casts to subscribed users.;6
409;11068661;2018;2021;Narrative Science LLC;Narrative Science LLC;G06F40/237,G06F40/30,G06F40/295,G06F40/35,G06F40/56,G06N5/022,G06N5/041,G06N20/00;Applied artificial intelligence technology for narrative generation based on smart attributes;Artificial intelligence (AI) technology can be used in combination with composable communication goal statements to facilitate a user's ability to quickly structure story outlines in a manner usable by an NLG narrative generation system without any need for the user to directly author computer code. This AI technology permits attribute structures within an ontology can include an explicit model for the subject attribute, regardless of whether that model is used to compute the value of the subject attribute itself. This explicit model can then be leveraged to support an investigation of drivers of the value for the subject attribute. Narrative analytics that perform driver analysis can then be used to support narrative generation for communication goals relating to explanations, predictions, recommendations, and the like.;3
410;11068952;2020;2021;;;G06Q30/0605,G06F16/26,G06F16/29,G06F16/9537,G06Q10/109,G06Q30/0205,G06T11/001,G06T11/60;System and computer-implemented method of identifying tattoo providers;A storage medium having software instructions configured to cause a processor to receive a series of user preferences, a user's requested dates of availability, transmit a request for tattoo service providers matching the series of user preferences, and receive a series of tattoo service providers matching the user preferences. The instructions are also configured to cause the processor to display an image of a map including the user's desired geographic location, and to display the series of tattoo service providers with a series of visual indicia. The series of visual indicia are overlaid on the image of the map based on geographic coordinates of the series of tattoo service providers.;0
