id,Actual,Support Vector Classifier (RBF),Naive Bayes,Logistic Regression,Random Forest
US9034210B2,0,0,0,0,0
US9456488B2,0,0,0,0,0
US9268174B2,0,0,0,0,0
US9913041B2,0,0,0,0,0
US9833932B1,0,0,0,0,0
US7005335B2,0,0,0,0,0
US9366506B2,0,0,0,0,0
US9070486B2,0,0,0,0,0
US9949604B2,0,0,0,0,0
US7241361B2,0,0,0,0,0
US10086324B2,0,0,0,0,1
US9267634B2,0,0,0,0,0
US8987214B2,0,0,0,0,0
US9640899B2,0,0,0,0,0
US10125051B2,0,0,0,0,0
US9265466B2,0,0,0,0,0
US4955984A,0,0,0,0,0
US8510995B2,0,0,0,0,0
US9789031B2,0,0,0,0,0
US4496096A,0,0,0,0,0
US6536310B2,0,0,0,0,0
US9426999B2,0,0,0,0,0
US6071093A,0,0,0,0,0
US9504796B2,0,0,0,0,0
US9818633B2,0,0,0,0,0
US8950973B2,0,0,0,0,0
US9660645B2,0,0,0,0,0
US4491376A,0,0,0,0,0
US9856679B2,0,0,0,0,0
US7476779B2,0,0,0,0,0
US9132281B2,0,0,0,0,0
US5941102A,0,0,0,0,0
US10092965B2,0,0,0,0,0
US9517118B1,0,0,0,0,0
US8708355B1,0,0,0,0,0
US8739890B2,0,0,0,0,0
US9890602B2,0,0,0,0,0
US5298757A,0,0,0,0,0
US6943229B2,0,0,0,0,0
US6874698B1,0,0,0,0,0
US6712429B2,0,0,0,0,0
US9849675B2,0,0,0,0,0
US8000575B2,0,0,0,0,0
US7331788B2,0,0,0,0,0
US9237807B1,0,0,0,0,0
US7592653B2,0,0,0,0,0
US10080392B2,0,0,0,0,0
US9519291B2,0,0,0,0,0
US9728788B2,0,0,0,0,0
US7384285B2,0,0,0,0,0
US10023765B2,0,0,0,0,0
US5184547A,0,0,0,0,0
US8096608B2,0,0,0,0,0
US6631582B2,0,0,0,0,0
US9342178B2,0,0,0,0,0
US9871169B2,0,0,0,0,0
US6533361B1,0,0,0,0,0
US7583031B1,0,0,0,0,0
US9201200B2,0,0,0,0,0
US4917964A,0,0,0,0,0
US9677758B2,0,0,0,0,0
US9278126B2,0,0,0,0,0
US6213525A,0,0,0,0,0
US9120229B2,0,0,0,0,0
US5056343A,0,0,0,0,0
US6552088B2,0,0,0,0,0
US6979167B2,0,0,0,0,0
US5328803A,0,0,0,0,0
US9337093B2,0,0,0,0,0
US5095781A,0,0,0,0,0
US6905173B2,0,0,0,0,0
US9016240B2,0,0,0,0,0
US9250025B2,0,0,0,0,0
US7413573B2,0,0,0,0,0
US8011924B2,0,0,0,0,0
US8443958B2,0,0,1,0,0
US7226551B2,0,0,0,0,0
US7179392B2,0,0,0,0,0
US9919374B2,0,0,0,0,0
US5100202A,0,0,0,0,0
US10002886B2,0,0,0,0,0
US7422179B2,0,0,0,0,0
US9267547B2,0,0,0,0,0
US10008297B2,0,0,0,0,0
US9446955B2,0,0,0,0,0
US9133036B2,0,0,0,0,0
US9482246B2,0,0,0,0,0
US7445918B2,0,0,0,0,0
US9732906B2,0,0,0,0,0
US9658002B2,0,0,0,0,0
US10076613B2,0,0,0,0,0
US6107367A,0,0,0,0,0
US9528641B2,0,0,0,0,0
US7748171B2,0,0,0,0,0
US9611692B1,0,0,0,0,0
US9624951B2,0,0,0,0,0
US7028392B1,0,0,0,0,0
US9214635B2,0,0,0,0,0
US4832710A,0,0,0,0,0
US7735882B2,0,0,0,0,0
US9709302B2,0,0,0,0,0
US4512710A,0,0,0,0,0
US5346251A,0,0,0,0,0
US9668407B2,0,0,0,0,0
US9045938B2,0,0,0,0,0
US9021966B2,0,0,0,0,0
US4715401A,0,0,0,0,0
US5291828A,0,0,0,0,0
US10115408B2,0,0,0,0,0
US6855061B2,0,0,0,0,0
US9018285B2,0,0,0,0,0
US5142919A,0,0,0,0,0
US7503105B2,0,0,0,0,0
US4789775A,0,0,0,0,0
US9184078B2,0,0,0,0,0
US9840314B2,0,0,0,0,0
US8013481B2,0,0,0,0,0
US9117580B2,0,0,0,0,0
US9319798B2,0,0,0,0,0
US9554200B2,0,0,0,0,0
US9768554B2,0,0,0,0,0
US6838257B2,0,0,0,0,0
US9055750B2,0,0,0,0,0
US8837763B1,0,0,0,0,0
US9537110B2,0,0,0,0,0
US9137952B1,0,0,0,0,0
US10122231B2,0,0,0,0,0
US7565159B2,0,0,0,0,0
US9958185B2,0,0,0,0,0
US9610873B2,0,0,0,0,0
US9765474B1,0,0,0,0,0
US4908916A,0,0,0,0,0
US4650393A,0,0,0,0,0
US8444422B2,0,0,0,0,0
US9745124B2,0,0,0,0,0
US9120978B2,0,0,0,0,0
US9981249B2,0,0,0,0,0
US9428369B2,0,0,0,0,0
US9178608B2,0,0,1,0,0
US9739917B2,0,0,0,0,0
US9563192B2,0,0,1,0,1
US9402364B2,0,0,0,0,0
US9154348B2,0,0,1,0,1
US9928698B2,0,0,0,0,0
US10030216B2,0,0,0,0,0
US9272805B2,0,0,0,0,0
US9644364B2,0,0,0,0,0
US8076650B2,0,0,0,0,0
US9889480B2,0,0,0,0,0
US8757026B2,0,0,0,0,0
US9676067B2,0,0,0,0,0
US10018431B2,0,0,0,0,0
US7592270B2,0,0,0,0,0
US4561666A,0,0,0,0,0
US5450115A,0,0,0,0,0
US9072754B2,0,0,0,0,0
US9251645B2,0,1,1,1,0
US8061560B2,0,0,0,0,0
US8586961B2,0,0,0,0,0
US9113708B2,0,0,0,0,0
US9916938B2,0,0,0,0,0
US5335675A,0,0,0,0,0
US9909057B2,0,0,0,0,0
US10060157B1,0,0,0,0,0
US6603131B2,0,0,0,0,0
US8574629B2,0,0,0,0,0
US8259626B2,0,0,0,0,1
US4768047A,0,0,0,0,0
US4494892A,0,0,0,0,0
US6108580A,0,0,0,0,0
US9049962B2,0,0,0,0,0
US9302198B1,0,0,0,0,0
US10003797B2,0,0,1,0,1
US9644851B2,0,0,0,0,0
US9695262B2,0,0,0,0,0
US9955093B2,0,0,0,0,0
US9267817B2,0,0,0,0,0
US9616368B2,0,0,0,0,0
US9899297B1,0,0,0,0,0
US6735014B2,0,0,0,0,0
US9322342B2,0,0,0,0,0
US9937982B2,0,0,0,0,0
US9173386B2,0,0,0,0,0
US9086135B2,0,0,0,0,0
US9083023B2,0,0,0,0,0
US8963159B2,0,0,0,0,0
US9252584B2,0,0,0,0,0
US9587058B2,0,0,0,0,0
US6265129A,0,0,0,0,0
US4811846A,0,0,0,0,0
US9560745B2,0,0,0,0,0
US9896471B2,0,0,0,0,0
US8140012B1,0,0,0,0,0
US4650127A,0,0,0,0,0
US8728671B1,0,0,0,0,0
US10039548B2,0,0,0,0,0
US7784985B2,0,0,0,0,0
US7651283B2,0,0,0,0,0
US7891437B2,0,0,0,0,0
US5353077A,0,0,0,0,0
US9764667B2,0,0,0,0,0
US7820895B1,0,0,0,0,0
US9060795B2,0,0,0,0,0
US9534086B2,0,0,0,0,0
US5685255A,0,0,0,0,0
US9370400B2,0,0,0,0,0
US9903702B2,0,0,0,0,0
US10067302B2,0,0,0,0,0
US9119785B2,0,0,0,0,0
US9113058B2,0,0,0,0,0
US9376300B2,0,0,0,0,0
US10087879B2,0,0,0,0,0
US9810081B2,0,0,0,0,0
